Código Promo;Propietario;Provincia;Localidad;Calle;Número;Cp;Id_Inmueble;Referencia;Tipo;PrecioVentaPúblico;PrecioAlquiler;
"00318344";"SAREB";"Girona";"Palafrugell";"AMPLE";"130";"17200";"51125";"2001##00318344";"Piso";"78200";"0";
"00329668";"SAREB";"Baleares";"Manacor";"CALA DOMINGOS";"167";"7689";"64682";"2001##00329668";"Piso";"126400";"0";
"00322343";"SAREB";"Barcelona";"Vilanova";"PLATON";"15";"8788";"51551";"2001##00322343";"Piso";"96300";"0";
"00329655";"SAREB";"Baleares";"Alcudia";"TORRETA";"5";"7400";"64680";"2001##00329655";"Piso";"188200";"0";
"00333182";"SAREB";"Castellón";"Villarreal";"SAN BLAS";"84-86";"12540";"64683";"2001##00333182";"Piso";"389500";"0";
"00327770";"SAREB";"Barcelona";"Gelida";"CORBERA";"S/N";"8790";"63596";"2001##00327770";"Casa";"112200";"0";
"00331196";"SAREB";"Barcelona";"Terrassa";"PAU MARSAL";"151";"8222";"109094";"2001##00331196";"Piso";"114800";"0";
"00316803";"SAREB";"Baleares";"Calvia";"RAMON DE MONCADA";"38";"7180";"88273";"2001##00316803";"Local";"103600";"0";
"00317584";"SAREB";"Barcelona";"Sabadell";"GUADALQUIVIR";"5";"8202";"50234";"2001##00317584";"Piso";"84600";"0";
"00331322";"SAREB";"Barcelona";"Terrassa";"ABAD MARCET";"350";"8225";"88678";"2001##00331322";"Piso";"175300";"0";
"00320142";"SAREB";"Tarragona";"El";"BENVINGUT SOCIAS";"54";"43700";"51422";"2001##00320142";"Piso";"83900";"0";
"00335572";"SAREB";"Baleares";"Campos";"RONDA DE CATALUNYA";"0031";"7630";"64705";"2001##00335572";"Piso";"166400";"0";
"00318293";"SAREB";"Barcelona";"Barcelona";"MARE DE DEU DE LORDA";"55";"8033";"51908";"2001##00318293";"Piso";"98000";"0";
"00319380";"SAREB";"Madrid";"Getafe";"DOÑA ROMERA";"10";"28901";"50395";"2001##00319380";"Piso";"95600";"0";
"00327789";"SAREB";"Barcelona";"Vilanova";"DE LA POBLA";"153";"8788";"63602";"2001##00327789";"Piso";"99900";"0";
"00328677";"SAREB";"Murcia";"Fortuna";"SAN FRANCISCO";"10";"30620";"63624";"2001##00328677";"Local";"190400";"0";
"00300019";"SAREB";"Zaragoza";"Zaragoza";"José Pellicer";"9";"50007";"59656";"2001##00300019";"Piso";"99200";"0";
"00327555";"SAREB";"Baleares";"Santa";"LLAÜT";"1";"7320";"63623";"2001##00327555";"Oficina";"100000";"0";
"00329829";"SAREB";"Barcelona";"Sant";"SOLER I PUIGDOLLERS";"105-107";"8295";"67297";"2001##00329829";"Piso";"84700";"0";
"00335593";"SAREB";"Girona";"Girona";"HORTENSIA-VILARROJA";"8";"17004";"67299";"2001##00335593";"Piso";"58600";"0";
"00334761";"SAREB";"Girona";"Lloret";"Oliva";"6";"17310";"67298";"2001##00334761";"Piso";"149600";"0";
"00300063";"SAREB";"Huesca";"Grañen";"Huesca";"38";"22260";"48002";"2001##00300063";"Piso";"115000";"0";
"00300016";"SAREB";"Zaragoza";"Zaragoza";"Burgos";"22";"50005";"48138";"2001##00300016";"Piso";"75600";"0";
"00319795";"SAREB";"Barcelona";"Badalona";"DEMOCRACIA";"58";"8914";"81221";"2001##00319795";"Piso";"131300";"0";
"00320207";"SAREB";"Barcelona";"Malgrat";"CARACAS";"10";"8380";"56511";"2001##00320207";"Piso";"87500";"0";
"00318025";"SAREB";"Barcelona";"Badalona";"PAU PIFERRER";"57";"8914";"53792";"2001##00318025";"Piso";"87700";"0";
"00300125";"SAREB";"Zaragoza";"Puebla";"rio piedra";"37";"50171";"47953";"2001##00300125";"Piso";"133000";"0";
"00320118";"SAREB";"Navarra";"Mendigorria";"LAS PARRAS";"2";"31150";"56774";"2001##00320118";"Piso";"81600";"0";
"00320402";"SAREB";"Barcelona";"Barcelona";"JOSEP SOLE I BARBERA";"11";"8042";"55465";"2001##00320402";"Piso";"72800";"0";
"00320421";"SAREB";"Barcelona";"Badalona";"NATZARET";"6";"8913";"54466";"2001##00320421";"Piso";"79500";"0";
"00320083";"SAREB";"Barcelona";"Terrassa";"GUADALHORCE";"6";"8223";"52677";"2001##00320083";"Piso";"85700";"0";
"00300069";"SAREB";"Zaragoza";"Zaragoza";"Bolivia";"113";"50010";"59660";"2001##00300069";"Piso";"0";"401";
"00319988";"SAREB";"Tarragona";"Salou";"FONOLL";"3";"43840";"56604";"2001##00319988";"Apartamento";"78800";"0";
"00339506";"SAREB";"Tarragona";"Mora";"CL GARDENIA";"2";"43740";"108074";"2001##00339506";"Garaje";"17100";"0";
"00319800";"SAREB";"Barcelona";"Terrassa";"ANGEL SALLENT";"114";"8224";"50991";"2001##00319800";"Piso";"108600";"0";
"00320231";"SAREB";"Barcelona";"Rubi";"PITAGORAS";"5";"8191";"55627";"2001##00320231";"Piso";"115500";"0";
"00332965";"SAREB";"Baleares";"Es";"HOSTAL";"2";"7720";"64651";"2001##00332965";"Local";"110600";"0";
"00320413";"SAREB";"Barcelona";"Rubi";"CAN CABANYES";"4";"8191";"51829";"2001##00320413";"Piso";"105800";"0";
"00327302";"SAREB";"Barcelona";"Subirats";"Oliveres";"31-33";"8739";"63627";"2001##00327302";"Nave";"1220500";"0";
"00333360";"SAREB";"Madrid";"Valdetorres";"Rodanillos";"4";"28150";"64672";"2001##00333360";"Piso";"115400";"0";
"00333028";"SAREB";"Tarragona";"La";"MASRICART";"66";"43110";"64671";"2001##00333028";"Piso";"92000";"0";
"00322676";"SAREB";"Lleida";"Lleida";"ANSELM CLAVE";"1";"25007";"90057";"2001##00322676";"Piso";"125800";"0";
"00340008";"SAREB";"Málaga";"Estepona";"C/  FRASQUITO GIL";"83";"29680";"99733";"2001##00340008";"Local";"63000";"0";
"00332004";"SAREB";"Baleares";"Campos";"SILOS";"101";"7630";"63633";"2001##00332004";"Piso";"325500";"0";
"00328927";"SAREB";"Valencia";"Sollana";"IRLANDA";"7C";"46430";"63637";"2001##00328927";"Nave";"247400";"0";
"00330860";"SAREB";"Barcelona";"Sant";"NOU";"26";"8359";"63649";"2001##00330860";"Piso";"240900";"0";
"00328006";"SAREB";"Barcelona";"Sabadell";"CELLERS";"53";"8205";"64676";"2001##00328006";"Piso";"220500";"0";
"00333622";"SAREB";"Jaén";"Linares";"PINTOR ROSALES";"3";"23700";"64674";"2001##00333622";"Local";"159500";"0";
"00328657";"SAREB";"Baleares";"Manacor";"CREUERS";"26";"7500";"63658";"2001##00328657";"Local";"1057600";"0";
"00334728";"SAREB";"Barcelona";"Terrassa";"CIUTADELLA";"0009";"8226";"94793";"2001##00334728";"Piso";"84600";"0";
"00320149";"SAREB";"Tarragona";"El";"MONTSIA";"15";"43700";"56443";"2001##00320149";"Piso";"83000";"0";
"00333733";"SAREB";"Barcelona";"Vilanova";"Barcelona";"57";"8788";"67287";"2001##00333733";"Piso";"168600";"0";
"00300107";"SAREB";"Zaragoza";"Zaragoza";"Alonso V";"21-23";"50002";"48125";"2001##00300107";"Piso";"99600";"0";
"00331306";"SAREB";"Lleida";"Torrefarrera";"DR. PANADES";"19";"25123";"97234";"2001##00331306";"Piso";"131600";"0";
"00328053";"SAREB";"Tarragona";"Alcanar";"SAN JUAN";"10";"43530";"108174";"2001##00328053";"Piso";"119600";"0";
"00328721";"SAREB";"Lleida";"Lleida";"TAQUIGRAF MARTI";"13";"25008";"67295";"2001##00328721";"Piso";"86400";"0";
"00330746";"SAREB";"Barcelona";"L'Ametlla";"MONTSENY";"7";"8480";"67294";"2001##00330746";"Casa";"841000";"0";
"00330028";"SAREB";"Barcelona";"Calella";"Colon";"63";"8370";"67293";"2001##00330028";"Piso";"146900";"0";
"00335276";"SAREB";"Murcia";"Murcia";"de la Iglesia";"11";"30163";"62004";"2001##00335276";"Piso";"89600";"0";
"00321469";"SAREB";"Las";"Arucas";"JUAN DE BETHENCOURT DOMINGUEZ";"22";"35400";"55316";"2001##00321469";"Piso";"126300";"0";
"00339500";"SAREB";"Tarragona";"Mora";"CL GARDENIA";"2";"43740";"108076";"2001##00339500";"Garaje";"9500";"0";
"00319440";"SAREB";"Barcelona";"Olesa";"PROGRES";"110";"8640";"51311";"2001##00319440";"Piso";"156200";"0";
"00322146";"SAREB";"Cádiz";"El";"PASEO MARITIMO";"37";"11500";"112560";"2001##00322146";"Piso";"148300";"0";
"00329217";"SAREB";"Lleida";"Arbeca";"Abadía";"4";"25140";"64630";"2001##00329217";"Casa";"115700";"0";
"00331699";"SAREB";"Baleares";"Binisalem";"ARCHIDUQUE LUIS SALVADOR";"1";"7350";"64629";"2001##00331699";"Piso";"116700";"0";
"00333354";"SAREB";"Murcia";"Alcantarilla";"Puerto rico";"18";"30820";"64619";"2001##00333354";"Piso";"75800";"0";
"00321087";"SAREB";"Barcelona";"Badalona";"CIRCUMVAL·LACIO";"144";"8917";"114845";"2001##00321087";"Piso";"96300";"0";
"00321097";"SAREB";"Castellón";"Onda";"PAIS VALENCIA";"6";"12200";"55174";"2001##00321097";"Piso";"81900";"0";
"00328785";"SAREB";"Tarragona";"Roda";"Cervantes";"6";"43883";"62123";"2001##00328785";"Piso";"137200";"0";
"00316184";"SAREB";"Guadalajara";"Pioz";"CAMINO DE LAS ERAS";"3";"19162";"53229";"2001##00316184";"Casa";"131700";"0";
"00319077";"SAREB";"Madrid";"Torrejon";"JUAN XXIII";"5";"28850";"56671";"2001##00319077";"Piso";"85300";"0";
"00316207";"SAREB";"Barcelona";"Corbera";"PISCINA";"12";"8757";"55486";"2001##00316207";"Chalet";"140900";"0";
"00316242";"SAREB";"Cádiz";"La";"JARDINES DE ESPAÑA";"3";"11300";"55343";"2001##00316242";"Casa";"261800";"0";
"00316345";"SAREB";"Guadalajara";"Loranca";"DE LOS JARALES";"26";"19141";"56177";"2001##00316345";"Casa";"82300";"0";
"00329858";"SAREB";"Baleares";"Palma";"GABRIEL ROCA";"35";"7013";"62137";"2001##00329858";"Local";"1685300";"0";
"00333876";"SAREB";"Murcia";"San";"DE LA RIBERA LEVANTE";"?";"30730";"64407";"2001##00333876";"Piso";"119900";"0";
"00317982";"SAREB";"Barcelona";"Badalona";"CANIGO";"15";"8912";"52196";"2001##00317982";"Piso";"89600";"0";
"00338173";"SAREB";"Baleares";"Palma";"Calle GENERAL RIERA";"96";"7009";"100482";"2001##00338173";"Local";"201200";"0";
"00329116";"SAREB";"Barcelona";"Barcelona";"GITANILLA, nº 2-4";"0002";"8033";"114308";"2001##00329116";"Piso";"112000";"0";
"00316517";"SAREB";"Sevilla";"Valencina";"MACARENA";"18";"41907";"100156";"2001##00316517";"Casa";"238300";"0";
"00330365";"SAREB";"Valencia";"Benetusser";"Murta";"9";"46910";"64604";"2001##00330365";"Piso";"72300";"0";
"00330708";"SAREB";"Barcelona";"Rubi";"Penedès";"4";"8191";"64590";"2001##00330708";"Local";"204100";"0";
"00336107";"SAREB";"Baleares";"Llucmajor";"SANTA MARGALIDA";"6";"7620";"64587";"2001##00336107";"Local";"760200";"0";
"00316816";"SAREB";"Barcelona";"Sant";"ONZE DE SETEMBRE";"31";"8830";"74581";"2001##00316816";"Local";"273700";"0";
"00316193";"SAREB";"Barcelona";"Sant";"VALLESPIR";"39";"8970";"51539";"2001##00316193";"Casa";"188700";"0";
"00316188";"SAREB";"Barcelona";"Vic";"PARE HUIX";"40";"8500";"52275";"2001##00316188";"Casa";"149000";"0";
"00320110";"SAREB";"Barcelona";"Igualada";"SANT CARLES";"36";"8700";"54404";"2001##00320110";"Piso";"140300";"0";
"00316240";"SAREB";"Málaga";"Tolox";"URB JARDINES DE TOLOX";"10";"29109";"55563";"2001##00316240";"Casa";"118200";"0";
"00328338";"SAREB";"Tarragona";"Reus";"Passeig de la Boca de la Mina";"0016";"43202";"64611";"2001##00328338";"Piso";"107700";"0";
"00333850";"SAREB";"Barcelona";"Terrassa";"SANT GENIS, DE";"28";"8221";"62186";"2001##00333850";"Local";"81600";"0";
"00320050";"SAREB";"Baleares";"Mahon";"BARCELONA";"24";"7701";"50583";"2001##00320050";"Piso";"113400";"0";
"00337223";"SAREB";"Zaragoza";"Zaragoza";"Boggiero 55, 2ºB interior 50003 ZARAGOZA";"?";"50003";"107951";"2001##00337223";"Piso";"55200";"0";
"00320045";"SAREB";"Girona";"Cassa";"VERNEDA";"15";"17244";"55097";"2001##00320045";"Piso";"98700";"0";
"00337215";"SAREB";"Zaragoza";"Zaragoza";"Boggiero 55, 1ºA exterior";"?";"50003";"107948";"2001##00337215";"Piso";"60800";"0";
"00300013";"SAREB";"Zaragoza";"Ainzon";"Mayor";"12";"50570";"59562";"2001##00300013";"Piso";"139700";"0";
"00331650";"SAREB";"Baleares";"Manacor";"CALA DOMINGOS";"167";"7689";"64553";"2001##00331650";"Piso";"140200";"0";
"00316915";"SAREB";"Barcelona";"Santa";"LES ROQUETES";"35";"8187";"53641";"2001##00316915";"Nave";"226500";"0";
"00329502";"SAREB";"Murcia";"Mazarron";"Ruiseñor Cuatro Plumas";"24";"30860";"64559";"2001##00329502";"Piso";"88500";"0";
"00328458";"SAREB";"Baleares";"Villafranca";"BONANY";"90";"7250";"64563";"2001##00328458";"Chalet";"218100";"0";
"00334453";"SAREB";"Baleares";"Sa";"RONDA ESTE";"36";"7420";"64568";"2001##00334453";"Garaje";"24300";"0";
"00316301";"SAREB";"Barcelona";"La";"LA TOSSA";"2564";"8786";"50813";"2001##00316301";"Casa";"132800";"0";
"00316297";"SAREB";"Tarragona";"Flix";"SANT ROC";"20";"43750";"56410";"2001##00316297";"Casa";"128100";"0";
"00322143";"SAREB";"Barcelona";"Tona";"SEVA";"32";"8551";"53512";"2001##00322143";"Piso";"89500";"0";
"00316279";"SAREB";"Guadalajara";"Trijueque";"NOGAL";"61";"19192";"53394";"2001##00316279";"Casa";"67300";"0";
"00321519";"SAREB";"Barcelona";"Badalona";"MIQUEL PRAT";"17";"8914";"94304";"2001##00321519";"Piso";"85400";"0";
"00316311";"SAREB";"Girona";"Cervia";"HOSPITAL";"14";"17464";"53090";"2001##00316311";"Casa";"184400";"0";
"00330294";"SAREB";"Baleares";"Palma";"DESP.20 CAMI DELS REIS SOLAR 3 3º";"0003";"7011";"64489";"2001##00330294";"Oficina";"142100";"0";
"00330277";"SAREB";"Murcia";"Murcia";"JARDIN";"2";"30579";"61910";"2001##00330277";"Piso";"83400";"0";
"00340358";"SAREB";"Tarragona";"Vilaseca/Vila";"Calle MIRAMAR";"9";"43204";"114802";"2001##00340358";"Garaje";"7200";"0";
"00331668";"SAREB";"Baleares";"Llucmajor";"MEROLA";"18";"7639";"64508";"2001##00331668";"Chalet";"417100";"0";
"00331816";"SAREB";"Girona";"Llanca";"Llevant nº 12 cantonada carretera Port d";"0013";"17490";"90506";"2001##00331816";"Piso";"130200";"0";
"00316844";"SAREB";"Barcelona";"Sant";"GIRONA";"22";"8470";"98116";"2001##00316844";"Local";"99500";"0";
"00327196";"SAREB";"Zaragoza";"Pinseque";"AVDA. ESTACIÓN 93, CASA 5";"?";"50298";"109011";"2001##00327196";"Chalet";"139100";"0";
"00336044";"SAREB";"Girona";"Girona";"AGUDES";"43";"17006";"118984";"2001##00336044";"Piso";"118000";"0";
"00336810";"SAREB";"Tarragona";"Tarragona";"AV. SANT JAUME";"13";"43879";"101563";"2001##00336810";"Piso";"74900";"0";
"00316292";"SAREB";"Barcelona";"Sant";"DEL PATI";"23";"8282";"53608";"2001##00316292";"Casa";"87200";"0";
"00337219";"SAREB";"Zaragoza";"Zaragoza";"Boggiero 55, 1ºB interior";"?";"50003";"107949";"2001##00337219";"Piso";"54600";"0";
"00319276";"SAREB";"Murcia";"Lorca";"HERNANDO DE BURGOS";"1";"30800";"53749";"2001##00319276";"Piso";"112700";"0";
"00316243";"SAREB";"Barcelona";"Sant";"ESQUIROL";"35";"8182";"52398";"2001##00316243";"Casa";"159800";"0";
"00316249";"SAREB";"Tarragona";"Figuerola";"COSTA DEL FORN";"20";"43811";"53421";"2001##00316249";"Casa";"141400";"0";
"00316268";"SAREB";"Guadalajara";"Trijueque";"OLIVAR";"148";"19192";"56458";"2001##00316268";"Casa";"89300";"0";
"00331254";"SAREB";"Baleares";"Manacor";"CALA DOMINGOS";"0167";"7689";"64526";"2001##00331254";"Piso";"128100";"0";
"00316318";"SAREB";"Valencia";"Alqueria";"JOAN CARLES I";"59";"46715";"54423";"2001##00316318";"Casa";"73400";"0";
"00321799";"SAREB";"Barcelona";"Santa";"MILA I FONTANALS";"23";"8923";"55813";"2001##00321799";"Piso";"118800";"0";
"00327190";"SAREB";"Zaragoza";"Pinseque";"AVDA. ESTACIÓN, 93 CASA 3";"?";"50298";"109012";"2001##00327190";"Piso";"125400";"0";
"00334747";"SAREB";"Girona";"Llanca";"Llevant";"0012";"17490";"108683";"2001##00334747";"Piso";"132900";"0";
"00319802";"SAREB";"Barcelona";"Badalona";"AMERICA";"100";"8913";"51366";"2001##00319802";"Piso";"87100";"0";
"00316434";"SAREB";"Girona";"Vidreres";"LES AGUDES";"227";"17411";"52372";"2001##00316434";"Casa";"263700";"0";
"00332799";"SAREB";"Granada";"Lachar";"Gran Vía de Colón";"26";"18327";"61988";"2001##00332799";"Garaje";"11100";"0";
"00316432";"SAREB";"Alicante";"Jávea/Xàbia";"TE DE ROCA";"1";"3730";"52194";"2001##00316432";"Chalet";"436700";"0";
"00330588";"SAREB";"Granada";"Lachar";"MURCIA";"S/N";"18327";"61458";"2001##00330588";"Local";"193700";"0";
"00316375";"SAREB";"Tarragona";"Llorenc";"FRANCESC MACIA";"22";"43712";"51732";"2001##00316375";"Casa";"139900";"0";
"00316930";"SAREB";"Barcelona";"Viladecavalls";"SANT MIQUEL DE TOUDELL";"7";"8232";"52205";"2001##00316930";"Nave";"173800";"0";
"00316874";"SAREB";"Girona";"Blanes";"ROVIRA I VIRGILI";"54";"17300";"117502";"2001##00316874";"Local";"158800";"0";
"00322248";"SAREB";"Zaragoza";"Zaragoza";"CAMINO DE LOS MOLINOS";"43";"50015";"55015";"2001##00322248";"Piso";"86700";"0";
"00316422";"SAREB";"Tarragona";"La";"DIEGO DE VELAZQUEZ";"12";"43717";"53375";"2001##00316422";"Casa";"129200";"0";
"00334789";"SAREB";"Barcelona";"Sabadell";"ANNIBAL";"13";"8208";"112130";"2001##00334789";"Piso";"101000";"0";
"00321261";"SAREB";"Barcelona";"Mataro";"PABLO PICASSO";"28";"8304";"116631";"2001##00321261";"Piso";"102800";"0";
"00316825";"SAREB";"Tenerife";"Puerto";"GENERAL DE LA VERA, LOCAL";"3";"38400";"90155";"2001##00316825";"Local";"149800";"0";
"00316334";"SAREB";"Barcelona";"Piera";"URSA MAJOR";"17";"8784";"54592";"2001##00316334";"Casa";"198900";"0";
"00316307";"SAREB";"Barcelona";"Vilanova";"MONISTROL";"8";"8788";"54136";"2001##00316307";"Casa";"212400";"0";
"00316376";"SAREB";"Toledo";"Burujon";"DONANTES DE SANGRE";"2";"45521";"54153";"2001##00316376";"Casa";"71500";"0";
"00316364";"SAREB";"Barcelona";"Cubelles";"LES ESTORERES";"12";"8880";"56778";"2001##00316364";"Casa";"115400";"0";
"00321167";"SAREB";"Tarragona";"Mora";"TARRAGONA";"21";"43740";"56078";"2001##00321167";"Piso";"79200";"0";
"00300429";"SAREB";"Cáceres";"Galisteo";"RINCÓN VEGA CERVERA";"6";"10691";"91650";"2001##00300429";"Nave";"873400";"0";
"00339501";"SAREB";"Tarragona";"Mora";"CL GARDENIA";"2";"43740";"108077";"2001##00339501";"Garaje";"9500";"0";
"00339505";"SAREB";"Tarragona";"Mora";"CL GARDENIA";"2";"43740";"108075";"2001##00339505";"Garaje";"16600";"0";
"00316481";"SAREB";"Barcelona";"Montcada";"PONT";"11";"8110";"52776";"2001##00316481";"Local";"101200";"0";
"00318612";"SAREB";"Barcelona";"Badalona";"MALLORCA";"19";"8913";"88595";"2001##00318612";"Piso";"87800";"0";
"00330727";"SAREB";"Tarragona";"Creixell";"ROMA";"0028";"43830";"100062";"2001##00330727";"Chalet";"126000";"0";
"00334918";"SAREB";"Lleida";"Rossello";"Guillem de Rosello";"19";"25124";"63307";"2001##00334918";"Local";"172100";"0";
"00332452";"SAREB";"Murcia";"Murcia";"ORFEO, CALLE MERCEDES, CALLE SAN JOSE Y CALLE DE NUEVA APERT";"S/N";"30158";"99667";"2001##00332452";"Piso";"90600";"0";
"00328072";"SAREB";"Baleares";"Manacor";"CALA DOMINGOS ED 2";"0167";"7689";"63301";"2001##00328072";"Piso";"145300";"0";
"00334701";"SAREB";"Barcelona";"Cubelles";"BEGONIA";"67";"8880";"63308";"2001##00334701";"Chalet";"223200";"0";
"00316854";"SAREB";"Barcelona";"Olesa";"FRANCESC MACIA";"128";"8640";"88613";"2001##00316854";"Local";"111200";"0";
"00333730";"SAREB";"Murcia";"Murcia";"ORFEO, CALLE MERCEDES, CALLE SAN JOSE Y CALLE DE NUEVA APERT";"S/N";"30158";"99674";"2001##00333730";"Piso";"41900";"0";
"00316863";"SAREB";"Barcelona";"Igualada";"BARCELONA";"86";"8700";"88569";"2001##00316863";"Local";"139200";"0";
"00334565";"SAREB";"Almería";"Huércal";"ALMANZORA";"17";"4600";"63327";"2001##00334565";"Piso";"246100";"0";
"00318867";"SAREB";"Barcelona";"Vic";"DOCTOR CANDI BAYES";"42";"8500";"89017";"2001##00318867";"Piso";"77400";"0";
"00316469";"SAREB";"Barcelona";"Cubelles";"GALLIFA";"16";"8880";"53332";"2001##00316469";"Casa";"415200";"0";
"00316496";"SAREB";"Barcelona";"Sant";"GOYA";"22";"8295";"56679";"2001##00316496";"Casa";"100200";"0";
"00316474";"SAREB";"Tarragona";"El";"OCI";"8";"43700";"51496";"2001##00316474";"Casa";"138400";"0";
"00319256";"SAREB";"Alicante";"Torrevieja";"SANTOMERA";"9";"3185";"56964";"2001##00319256";"Piso";"73800";"0";
"00336927";"SAREB";"Alicante";"Almoradi";"CL Reina, edif. Valper IV, nº 8,";"IV";"3160";"105226";"2001##00336927";"Piso";"84000";"0";
"00336919";"SAREB";"Alicante";"Algorfa";"CL RAMON Y CAJAL,ESQUINA CL SAN FRANCISC";"7";"3300";"109681";"2001##00336919";"Piso";"212700";"0";
"00336954";"SAREB";"Huesca";"Sabiñanigo";"Calle Teruel, nº 4-BAJO D";"?";"22609";"91126";"2001##00336954";"Chalet";"57400";"0";
"00335358";"SAREB";"Alicante";"Formentera";"COMUNIDAD VALENCIANA";"16";"3179";"61604";"2001##00335358";"Garaje";"9000";"0";
"00320253";"SAREB";"Barcelona";"Santa";"POMPEU FABRA";"64";"8922";"87477";"2001##00320253";"Piso";"111700";"0";
"00316875";"SAREB";"Madrid";"Torrejon";"JUAN BAUTISTA MONEGRO";"3";"28850";"89924";"2001##00316875";"Local";"60200";"0";
"00330716";"SAREB";"Tarragona";"Tarragona";"Sant Antoni Mª. Claret";"17";"43002";"93950";"2001##00330716";"Piso";"159800";"0";
"00322438";"SAREB";"Madrid";"Coslada";"ARGENTINA";"10";"28820";"50753";"2001##00322438";"Piso";"97300";"0";
"00330170";"SAREB";"Murcia";"Murcia";"ORFEO, CALLE MERCEDES, CALLE SAN JOSE Y CALLE DE NUEVA APERT";"S/N";"30158";"99666";"2001##00330170";"Piso";"78400";"0";
"00327805";"SAREB";"Alicante";"Polop";"Ermita";"5";"3520";"63335";"2001##00327805";"Piso";"93400";"0";
"00319645";"SAREB";"Barcelona";"Barcelona";"FORADADA";"104";"8033";"53655";"2001##00319645";"Piso";"73000";"0";
"00339544";"SAREB";"Huesca";"Aínsa";"AV SUDIERA";"38";"22330";"112948";"2001##00339544";"Local";"242500";"0";
"00321156";"SAREB";"Madrid";"Miraflores";"ALTO DEL RUBIO";"11";"28792";"54234";"2001##00321156";"Piso";"94100";"0";
"00321028";"SAREB";"Barcelona";"Sabadell";"MARE DE LES AIGÜES";"27";"8206";"54687";"2001##00321028";"Piso";"80000";"0";
"00329465";"SAREB";"Barcelona";"Mataro";"Paisos Catalans";"0066";"8304";"97278";"2001##00329465";"Local";"119300";"0";
"00316923";"SAREB";"Barcelona";"Terrassa";"EDUARD MARQUINA";"150";"8225";"73612";"2001##00316923";"Nave";"444000";"0";
"00335084";"SAREB";"Castellón";"Peñiscola";"Papa Luna";"100";"12598";"110784";"2001##00335084";"Piso";"123100";"0";
"00330340";"SAREB";"Barcelona";"Canovelles";"Narcis Monturiol";"0022";"8403";"63353";"2001##00330340";"Piso";"102100";"0";
"00327853";"SAREB";"Baleares";"Palma";"DESP.17 CAMI DELS REIS SOLAR 3 3º";"3";"7011";"63342";"2001##00327853";"Oficina";"191100";"0";
"00331145";"SAREB";"Girona";"Sant";"Vic";"0008";"17403";"98917";"2001##00331145";"Chalet";"170500";"0";
"00316539";"SAREB";"Tarragona";"Roda";"BARA";"23";"43883";"50746";"2001##00316539";"Casa";"87000";"0";
"00334490";"SAREB";"Baleares";"Palma";"DESP.24 CAMI DELS REIS SOLAR 3 3º";"0003";"7011";"63362";"2001##00334490";"Oficina";"163100";"0";
"00316487";"SAREB";"Girona";"Llagostera";"POMPEU";"5";"17240";"51149";"2001##00316487";"Casa";"281900";"0";
"00339870";"SAREB";"La";"Logroño";"CL MARQUES DE LARIOS";"40-42";"26006";"101250";"2001##00339870";"Piso";"151500";"0";
"00316387";"SAREB";"Tarragona";"Vilaseca/Vila";"RIUDOMS";"12";"43480";"56487";"2001##00316387";"Casa";"139400";"0";
"00322054";"SAREB";"Madrid";"Mejorada";"GUADARRAMA";"4";"28840";"54428";"2001##00322054";"Piso";"73600";"0";
"00316372";"SAREB";"Barcelona";"Suria";"SALUT";"9";"8260";"53710";"2001##00316372";"Casa";"111700";"0";
"00308002";"SAREB";"Barcelona";"Barcelona";"DOCTOR TRUETA";"179";"8005";"101721";"2001##00308002";"Oficina";"0";"597";
"00319383";"SAREB";"Tarragona";"Salou";"PENEDES";"11";"43840";"53760";"2001##00319383";"Piso";"85900";"0";
"00316522";"SAREB";"Barcelona";"Palafolls";"CANIGO";"19";"8389";"53971";"2001##00316522";"Casa";"172800";"0";
"00319290";"SAREB";"Castellón";"Benicarlo";"MARE DE DEU DE FATIMA";"12";"12580";"56107";"2001##00319290";"Piso";"218500";"0";
"00320990";"SAREB";"Barcelona";"Terrassa";"MARTORELL";"289";"8224";"51569";"2001##00320990";"Piso";"87800";"0";
"00319235";"SAREB";"Barcelona";"Vic";"RAIMON D&amp;apos;ABADAL";"32";"8500";"51047";"2001##00319235";"Piso";"77900";"0";
"00322660";"SAREB";"Barcelona";"Sabadell";"MAGNOLIES";"194";"8207";"50822";"2001##00322660";"Piso";"77900";"0";
"00322555";"SAREB";"Barcelona";"Canyelles";"MUNTANYA DEL MAR";"35";"8811";"53635";"2001##00322555";"Piso";"68900";"0";
"00301609";"SAREB";"Zaragoza";"Zaragoza";"ARMISÉN";"15";"50297";"95297";"2001##00301609";"Garaje";"23300";"0";
"00328448";"SAREB";"Murcia";"San";"RIO DANUBIO";"11";"30740";"63391";"2001##00328448";"Piso";"96800";"0";
"00320790";"SAREB";"Barcelona";"L'Hospitalet";"PRAT DE LA MANTA";"18";"8902";"52409";"2001##00320790";"Piso";"140600";"0";
"00330220";"SAREB";"Baleares";"Sa";"RONDA ESTE (Ronda Albufera)";"62";"7420";"63394";"2001##00330220";"Garaje";"12700";"0";
"00320718";"SAREB";"Barcelona";"Santa";"MILA";"48";"8921";"56862";"2001##00320718";"Piso";"85100";"0";
"00335313";"SAREB";"Castellón";"Castellón";"ALMASSORA";"16";"12005";"63373";"2001##00335313";"Piso";"68900";"0";
"00319785";"SAREB";"Barcelona";"Santa";"PERU";"24";"8921";"55961";"2001##00319785";"Piso";"83500";"0";
